 TIME                                   ,T_amb                                   ,P_heatspace                             ,
  +3.2200000000000000E+02,  +4.4589999999999996E+00,  +6.6999998090000004E+00,
  +3.2300000000000000E+02,  +4.7309999999999999E+00,  +6.0000000000000000E+00,
  +3.2400000000000000E+02,  +4.8949999999999996E+00,  +6.1999998090000004E+00,
  +3.2500000000000000E+02,  +4.7309999999999999E+00,  +5.8000001909999996E+00,
  +3.2600000000000000E+02,  +4.0469999999999997E+00,  +5.1999998090000004E+00,
  +3.2700000000000000E+02,  +2.9409999999999998E+00,  +5.9000000950000002E+00,
  +3.2800000000000000E+02,  +2.1650000000000000E+00,  +6.4000000950000002E+00,
  +3.2900000000000000E+02,  +1.6010000000000000E+00,  +6.9000000950000002E+00,
  +3.3000000000000000E+02,  +1.2680000000000000E+00,  +6.9000000950000002E+00,
  +3.3100000000000000E+02,  +7.9700000000000004E-01,  +7.4000000950000002E+00,
  +3.3200000000000000E+02,  +3.6299999999999999E-01,  +8.6999998089999995E+00,
  +3.3300000000000000E+02,  +3.6599999999999999E-01,  +8.1000003809999992E+00,
  +3.3400000000000000E+02,  +2.6400000000000001E-01,  +5.0000000000000000E+00,
  +3.3500000000000000E+02,  +2.6500000000000001E-01,  +4.5000000000000000E+00,
  +3.3600000000000000E+02,  +1.9200000000000000E-01,  +4.4000000950000002E+00,
  +3.3700000000000000E+02,  +1.6700000000000001E-01,  +4.4000000950000002E+00,
  +3.3800000000000000E+02,  -1.0999999999999999E-02,  +4.1999998090000004E+00,
  +3.3900000000000000E+02,  +6.4000000000000001E-02,  +4.4000000950000002E+00,
  +3.4000000000000000E+02,  +1.1799999999999999E-01,  +5.9000000950000002E+00,
  +3.4100000000000000E+02,  +2.4800000000000000E-01,  +8.1999998089999995E+00,
  +3.4200000000000000E+02,  +9.1700000000000004E-01,  +1.0500000000000000E+01,
  +3.4300000000000000E+02,  +1.3999999999999999E+00,  +1.0199999810000000E+01,
  +3.4400000000000000E+02,  +2.2100000000000000E+00,  +8.6000003809999992E+00,
  +3.4500000000000000E+02,  +3.0680000000000001E+00,  +8.6000003809999992E+00,
  +3.4600000000000000E+02,  +4.1559999999999997E+00,  +8.1000003809999992E+00,
  +3.4700000000000000E+02,  +5.3090000000000002E+00,  +8.3999996190000008E+00,
  +3.4800000000000000E+02,  +6.0359999999999996E+00,  +6.6999998090000004E+00,
  +3.4900000000000000E+02,  +6.2110000000000003E+00,  +7.4000000950000002E+00,
  +3.5000000000000000E+02,  +5.8150000000000004E+00,  +6.5000000000000000E+00,
  +3.5100000000000000E+02,  +5.0330000000000004E+00,  +7.1999998090000004E+00,
  +3.5200000000000000E+02,  +4.5650000000000004E+00,  +7.8000001909999996E+00,
  +3.5300000000000000E+02,  +4.3650000000000002E+00,  +8.1999998089999995E+00,
  +3.5400000000000000E+02,  +4.1769999999999996E+00,  +8.5000000000000000E+00,
  +3.5500000000000000E+02,  +4.0579999999999998E+00,  +9.8000001910000005E+00,
  +3.5600000000000000E+02,  +4.1200000000000001E+00,  +9.3999996190000008E+00,
  +3.5700000000000000E+02,  +4.1360000000000001E+00,  +1.0199999810000000E+01,
  +3.5800000000000000E+02,  +4.1970000000000001E+00,  +5.9000000950000002E+00,
  +3.5900000000000000E+02,  +4.4420000000000002E+00,  +5.3000001909999996E+00,
  +3.6000000000000000E+02,  +4.5510000000000002E+00,  +5.5999999049999998E+00,
  +3.6100000000000000E+02,  +4.3369999999999997E+00,  +5.1999998090000004E+00,
  +3.6200000000000000E+02,  +3.9409999999999998E+00,  +5.5000000000000000E+00,
  +3.6300000000000000E+02,  +3.5099999999999998E+00,  +5.0999999049999998E+00,
  +3.6400000000000000E+02,  +3.0670000000000002E+00,  +5.6999998090000004E+00,
  +3.6500000000000000E+02,  +2.2879999999999998E+00,  +8.3000001910000005E+00,
  +3.6600000000000000E+02,  +1.9350000000000001E+00,  +1.1600000380000001E+01,
  +3.6700000000000000E+02,  +2.1699999999999999E+00,  +1.1100000380000001E+01,
  +3.6800000000000000E+02,  +2.7410000000000001E+00,  +8.8000001910000005E+00,
  +3.6900000000000000E+02,  +3.3710000000000000E+00,  +7.9000000950000002E+00,
  +3.7000000000000000E+02,  +4.2779999999999996E+00,  +7.9000000950000002E+00,
  +3.7100000000000000E+02,  +5.0730000000000004E+00,  +7.1999998090000004E+00,
  +3.7200000000000000E+02,  +5.3330000000000002E+00,  +6.8000001909999996E+00,
  +3.7300000000000000E+02,  +5.2949999999999999E+00,  +6.4000000950000002E+00,
  +3.7400000000000000E+02,  +4.8019999999999996E+00,  +6.4000000950000002E+00,
  +3.7500000000000000E+02,  +3.7709999999999999E+00,  +7.0000000000000000E+00,
  +3.7600000000000000E+02,  +3.1320000000000001E+00,  +7.5000000000000000E+00,
  +3.7700000000000000E+02,  +2.8799999999999999E+00,  +8.1000003809999992E+00,
  +3.7800000000000000E+02,  +2.5240000000000000E+00,  +8.8999996190000008E+00,
  +3.7900000000000000E+02,  +1.9990000000000001E+00,  +9.3999996190000008E+00,
  +3.8000000000000000E+02,  +1.6839999999999999E+00,  +9.8999996190000008E+00,
  +3.8100000000000000E+02,  +1.7390000000000001E+00,  +9.1999998089999995E+00,
  +3.8200000000000000E+02,  +2.1659999999999999E+00,  +5.8000001909999996E+00,
  +3.8300000000000000E+02,  +2.6309999999999998E+00,  +4.6999998090000004E+00,
  +3.8400000000000000E+02,  +2.8910000000000000E+00,  +4.6999998090000004E+00,
  +3.8500000000000000E+02,  +3.1749999999999998E+00,  +4.0999999049999998E+00,
  +3.8600000000000000E+02,  +3.2879999999999998E+00,  +5.1999998090000004E+00,
  +3.8700000000000000E+02,  +3.1509999999999998E+00,  +5.0999999049999998E+00,
  +3.8800000000000000E+02,  +2.9969999999999999E+00,  +6.1999998090000004E+00,
  +3.8900000000000000E+02,  +2.9520000000000000E+00,  +8.3999996190000008E+00,
  +3.9000000000000000E+02,  +2.8340000000000001E+00,  +1.1199999810000000E+01,
  +3.9100000000000000E+02,  +2.5770000000000000E+00,  +1.1500000000000000E+01,
  +3.9200000000000000E+02,  +2.8660000000000001E+00,  +9.6000003809999992E+00,
  +3.9300000000000000E+02,  +3.5710000000000002E+00,  +8.3999996190000008E+00,
  +3.9400000000000000E+02,  +4.3150000000000004E+00,  +7.5999999049999998E+00,
  +3.9500000000000000E+02,  +4.6630000000000003E+00,  +7.1999998090000004E+00,
  +3.9600000000000000E+02,  +4.3270000000000000E+00,  +6.5000000000000000E+00,
  +3.9700000000000000E+02,  +3.5059999999999998E+00,  +6.5000000000000000E+00,
  +3.9800000000000000E+02,  +2.7650000000000001E+00,  +6.1999998090000004E+00,
  +3.9900000000000000E+02,  +2.1019999999999999E+00,  +6.3000001909999996E+00,
  +4.0000000000000000E+02,  +1.5400000000000000E+00,  +7.5999999049999998E+00,
  +4.0100000000000000E+02,  +1.1790000000000000E+00,  +7.8000001909999996E+00,
  +4.0200000000000000E+02,  +9.7999999999999998E-01,  +8.5000000000000000E+00,
  +4.0300000000000000E+02,  +8.4999999999999998E-01,  +9.6000003809999992E+00,
  +4.0400000000000000E+02,  +7.0599999999999996E-01,  +9.6999998089999995E+00,
  +4.0500000000000000E+02,  +6.0099999999999998E-01,  +8.1999998089999995E+00,
  +4.0600000000000000E+02,  +3.3100000000000002E-01,  +5.1999998090000004E+00,
  +4.0700000000000000E+02,  -4.0000000000000001E-02,  +5.0999999049999998E+00,
  +4.0800000000000000E+02,  -6.2100000000000000E-01,  +4.6999998090000004E+00,
  +4.0900000000000000E+02,  -1.2889999999999999E+00,  +4.5999999049999998E+00,
  +4.1000000000000000E+02,  -1.9299999999999999E+00,  +4.5999999049999998E+00,
  +4.1100000000000000E+02,  -2.2919999999999998E+00,  +4.9000000950000002E+00,
  +4.1200000000000000E+02,  -2.4990000000000001E+00,  +5.1999998090000004E+00,
  +4.1300000000000000E+02,  -2.6980000000000000E+00,  +7.3000001909999996E+00,
  +4.1400000000000000E+02,  -2.9750000000000001E+00,  +1.0100000380000001E+01,
  +4.1500000000000000E+02,  -3.1810000000000000E+00,  +9.3999996190000008E+00,
  +4.1600000000000000E+02,  -2.3900000000000001E+00,  +8.3999996190000008E+00,
  +4.1700000000000000E+02,  -9.5199999999999996E-01,  +7.3000001909999996E+00,
  +4.1800000000000000E+02,  +9.8899999999999999E-01,  +6.4000000950000002E+00,
  +4.1900000000000000E+02,  +2.1579999999999999E+00,  +6.6999998090000004E+00,
  +4.2000000000000000E+02,  +2.5249999999999999E+00,  +6.0000000000000000E+00,
  +4.2100000000000000E+02,  +2.4100000000000001E+00,  +5.8000001909999996E+00,
  +4.2200000000000000E+02,  +1.2540000000000000E+00,  +5.9000000950000002E+00,
  +4.2300000000000000E+02,  -7.9100000000000004E-01,  +5.8000001909999996E+00,
  +4.2400000000000000E+02,  -1.8660000000000001E+00,  +6.8000001909999996E+00,
  +4.2500000000000000E+02,  -2.2820000000000000E+00,  +6.6999998090000004E+00,
  +4.2600000000000000E+02,  -2.2700000000000000E+00,  +7.5999999049999998E+00,
  +4.2700000000000000E+02,  -2.1909999999999998E+00,  +7.5000000000000000E+00,
  +4.2800000000000000E+02,  -2.1930000000000001E+00,  +7.8000001909999996E+00,
  +4.2900000000000000E+02,  -2.2170000000000001E+00,  +7.6999998090000004E+00,
  +4.3000000000000000E+02,  -2.2740000000000000E+00,  +4.0999999049999998E+00,
  +4.3100000000000000E+02,  -2.3199999999999998E+00,  +3.7999999519999998E+00,
  +4.3200000000000000E+02,  -2.3809999999999998E+00,  +3.2000000480000002E+00,
  +4.3300000000000000E+02,  -2.5009999999999999E+00,  +3.0999999049999998E+00,
  +4.3400000000000000E+02,  -2.7060000000000000E+00,  +2.9000000950000002E+00,
  +4.3500000000000000E+02,  -2.9329999999999998E+00,  +3.5000000000000000E+00,
  +4.3600000000000000E+02,  -3.1520000000000001E+00,  +3.2000000480000002E+00,
  +4.3700000000000000E+02,  -3.3090000000000002E+00,  +4.4000000950000002E+00,
  +4.3800000000000000E+02,  -3.3719999999999999E+00,  +6.4000000950000002E+00,
  +4.3900000000000000E+02,  -3.2480000000000002E+00,  +5.5999999049999998E+00,
  +4.4000000000000000E+02,  -2.2719999999999998E+00,  +5.0000000000000000E+00,
  +4.4100000000000000E+02,  -8.4199999999999997E-01,  +4.5999999049999998E+00,
  +4.4200000000000000E+02,  +8.9100000000000001E-01,  +4.4000000950000002E+00,
  +4.4300000000000000E+02,  +1.9270000000000000E+00,  +3.7999999519999998E+00,
  +4.4400000000000000E+02,  +2.2919999999999998E+00,  +3.4000000950000002E+00,
  +4.4500000000000000E+02,  +2.1190000000000002E+00,  +3.5000000000000000E+00,
  +4.4600000000000000E+02,  +6.7900000000000005E-01,  +3.9000000950000002E+00,
  +4.4700000000000000E+02,  -1.9980000000000000E+00,  +3.9000000950000002E+00,
  +4.4800000000000000E+02,  -2.7930000000000001E+00,  +4.5999999049999998E+00,
  +4.4900000000000000E+02,  -2.7970000000000002E+00,  +4.4000000950000002E+00,
  +4.5000000000000000E+02,  -2.9409999999999998E+00,  +5.1999998090000004E+00,
  +4.5100000000000000E+02,  -3.1570000000000000E+00,  +4.9000000950000002E+00,
  +4.5200000000000000E+02,  -3.3820000000000001E+00,  +5.1999998090000004E+00,
  +4.5300000000000000E+02,  -3.6040000000000001E+00,  +5.1999998090000004E+00,
  +4.5400000000000000E+02,  -3.8460000000000001E+00,  +3.0000000000000000E+00,
  +4.5500000000000000E+02,  -4.0759999999999996E+00,  +2.7999999519999998E+00,
  +4.5600000000000000E+02,  -4.2770000000000001E+00,  +3.0000000000000000E+00,
  +4.5700000000000000E+02,  -4.4379999999999997E+00,  +2.7000000480000002E+00,
  +4.5800000000000000E+02,  -4.5570000000000004E+00,  +3.5000000000000000E+00,
  +4.5900000000000000E+02,  -4.6050000000000004E+00,  +3.2000000480000002E+00,
  +4.6000000000000000E+02,  -4.6200000000000001E+00,  +3.4000000950000002E+00,
  +4.6100000000000000E+02,  -4.6379999999999999E+00,  +5.9000000950000002E+00,
  +4.6200000000000000E+02,  -4.6710000000000003E+00,  +7.1999998090000004E+00,
  +4.6300000000000000E+02,  -4.4820000000000002E+00,  +7.1999998090000004E+00,
  +4.6400000000000000E+02,  -2.9710000000000001E+00,  +6.5000000000000000E+00,
  +4.6500000000000000E+02,  -1.4010000000000000E+00,  +6.0000000000000000E+00,
  +4.6600000000000000E+02,  -9.8000000000000004E-02,  +6.4000000950000002E+00,
  +4.6700000000000000E+02,  +7.5300000000000000E-01,  +5.8000001909999996E+00,
  +4.6800000000000000E+02,  +1.2350000000000001E+00,  +5.9000000950000002E+00,
  +4.6900000000000000E+02,  +1.1980000000000000E+00,  +5.0999999049999998E+00,
  +4.7000000000000000E+02,  +1.4999999999999999E-01,  +5.1999998090000004E+00,
  +4.7100000000000000E+02,  -2.2509999999999999E+00,  +5.5999999049999998E+00,
  +4.7200000000000000E+02,  -3.2330000000000001E+00,  +5.9000000950000002E+00,
  +4.7300000000000000E+02,  -3.4520000000000000E+00,  +5.6999998090000004E+00,
  +4.7400000000000000E+02,  -3.6360000000000001E+00,  +6.1999998090000004E+00,
  +4.7500000000000000E+02,  -3.8140000000000001E+00,  +7.0000000000000000E+00,
  +4.7600000000000000E+02,  -3.9920000000000000E+00,  +7.6999998090000004E+00,
  +4.7700000000000000E+02,  -4.1689999999999996E+00,  +7.4000000950000002E+00,
  +4.7800000000000000E+02,  -4.3910000000000000E+00,  +4.4000000950000002E+00,
  +4.7900000000000000E+02,  -4.6010000000000000E+00,  +3.5999999049999998E+00,
  +4.8000000000000000E+02,  -4.7450000000000001E+00,  +3.7999999519999998E+00,
  +4.8100000000000000E+02,  -4.8920000000000003E+00,  +3.7999999519999998E+00,
  +4.8200000000000000E+02,  -5.1890000000000001E+00,  +3.7999999519999998E+00,
  +4.8300000000000000E+02,  -5.4900000000000002E+00,  +3.9000000950000002E+00,
  +4.8400000000000000E+02,  -5.7900000000000000E+00,  +4.1999998090000004E+00,
  +4.8500000000000000E+02,  -6.0659999999999998E+00,  +5.6999998090000004E+00,
  +4.8600000000000000E+02,  -6.4260000000000002E+00,  +7.3000001909999996E+00,
  +4.8700000000000000E+02,  -6.6150000000000002E+00,  +6.9000000950000002E+00,
  +4.8800000000000000E+02,  -5.1379999999999999E+00,  +6.5000000000000000E+00,
  +4.8900000000000000E+02,  -3.5800000000000001E+00,  +5.3000001909999996E+00,
  +4.9000000000000000E+02,  -1.5600000000000001E+00,  +4.5999999049999998E+00,
  +4.9100000000000000E+02,  -8.0000000000000002E-02,  +4.4000000950000002E+00,
  +4.9200000000000000E+02,  +6.1099999999999999E-01,  +4.3000001909999996E+00,
  +4.9300000000000000E+02,  +7.7900000000000003E-01,  +4.4000000950000002E+00,
  +4.9400000000000000E+02,  +4.5999999999999999E-02,  +4.1999998090000004E+00,
  +4.9500000000000000E+02,  -1.5080000000000000E+00,  +4.4000000950000002E+00,
  +4.9600000000000000E+02,  -2.3319999999999999E+00,  +4.5000000000000000E+00,
  +4.9700000000000000E+02,  -3.0139999999999998E+00,  +5.0999999049999998E+00,
  +4.9800000000000000E+02,  -3.8730000000000002E+00,  +6.0000000000000000E+00,
  +4.9900000000000000E+02,  -4.8419999999999996E+00,  +5.8000001909999996E+00,
  +5.0000000000000000E+02,  -5.6900000000000004E+00,  +5.8000001909999996E+00,
  +5.0100000000000000E+02,  -6.2350000000000003E+00,  +5.5999999049999998E+00,
  +5.0200000000000000E+02,  -6.6050000000000004E+00,  +3.2000000480000002E+00,
  +5.0300000000000000E+02,  -6.9029999999999996E+00,  +2.5999999049999998E+00,
